2015,0,103,1,0,11,0,0,1,103
2015,0,105,1,22.5,11,0,0,1,105
2015,0,110,1,1.3,11,0,0,1,110
2015,0,113,1,14,11,0,0,0,113
2015,0,115,1,42.6,11,0,0,1,115
2015,0,1203,1,2,11,0,0,1,12031
2015,0,1203,2,2.8,11,0,0,1,12032
2015,0,1203,3,3.4,11,0,0,1,12033
2015,0,1203,4,40.8,11,0,0,1,12034
2015,0,121,1,2,11,0,0,1,121
2015,0,122,1,1.8,11,0,0,1,122
2015,0,124,1,2.88,11,0,0,1,124
2015,0,127,1,7.35,11,0,0,1,127
2015,0,129,1,2.6,11,0,0,1,129
2015,0,131,1,5.375,11,0,0,1,131
2015,0,132,1,0.96,11,0,0,1,132
2015,0,133,1,0,11,0,0,1,133
2015,0,141,1,4.525,11,0,0,1,141
2015,0,145,1,2.8,11,0,0,1,145
2015,0,146,1,1.824,11,0,0,1,146
2015,0,147,1,2.525,11,0,0,1,147
2015,0,151,1,2,11,0,0,1,151
2015,0,160,1,4,11,0,0,1,160
2015,0,163,1,1.1,11,0,0,1,163
2015,0,17,1,0,11,0,0,1,17
2015,0,17,2,4.475,11,0,0,1,172
2015,0,175,1,1.8,11,0,0,1,175
2015,0,178,1,3,11,0,0,1,178
2015,0,184,1,0.84,11,0,0,1,184
2015,0,186,1,1.9,11,0,0,1,186
2015,0,187,1,2.32,11,0,0,1,187
2015,0,191,1,2,11,0,0,1,191
2015,0,199,1,2,11,0,0,1,199
2015,0,207,1,5.625,11,0,0,1,207
2015,0,213,1,1.05,11,0,0,1,213
2015,0,215,1,1.98,11,0,0,1,215
2015,0,221,1,4.32,11,0,0,1,221
2015,0,223,1,2.85,11,0,0,1,223
2015,0,224,1,2.344,11,0,0,1,224
2015,0,225,1,1.92,11,0,0,1,225
2015,0,226,1,1,11,0,0,1,226
2015,0,23,1,0.36,11,0,0,1,2301
2015,0,23,2,5.5,11,0,0,1,2302
2015,0,230,1,2.077,11,0,0,1,230
2015,0,231,1,1.2,11,0,0,1,231
2015,0,232,1,1.44,11,0,0,0,232
2015,0,234,1,0.8,11,0,0,1,234
2015,0,235,1,0.7,11,0,0,1,235
2015,0,239,1,2,11,0,0,1,239
2015,0,240,1,1.1,11,0,0,1,240
2015,0,242,1,1.3,11,0,0,1,242
2015,0,252,1,2.975,11,0,0,1,252
2015,0,254,1,2,11,0,0,1,254
2015,0,258,1,1.5,11,0,0,1,258
2015,0,262,1,0,11,0,0,1,262
2015,0,262,2,4,11,0,0,0,2621
2015,0,265,1,1.2,11,0,0,0,265
2015,0,274,1,1.5,11,0,0,1,274
2015,0,278,1,4.5,11,0,0,1,278
2015,0,280,1,2.9,11,0,0,1,280
2015,0,281,1,0,11,0,0,1,281
2015,0,282,1,3.8,11,0,0,1,282
2015,0,285,1,3.35,11,0,0,1,285
2015,0,286,1,1.3,11,0,0,1,286
2015,0,287,1,2,11,0,0,1,287
2015,0,289,1,2.2,11,0,0,1,289
2015,0,29,1,9.6,11,0,0,1,29
2015,0,293,1,2,11,0,0,1,293
2015,0,299,1,5.813,11,0,0,1,299
2015,0,3,1,3,11,0,0,1,3
2015,0,300,1,0.65,11,0,0,1,300
2015,0,300,2,8,11,0,0,1,301
2015,0,302,1,2.1,11,0,0,1,302
2015,0,305,1,0,11,0,0,1,305
2015,0,305,2,4.8,11,0,0,1,3051
2015,0,308,1,1.3,11,0,0,1,308
2015,0,312,1,1.514,11,0,0,1,312
2015,0,314,1,0.3,11,0,0,1,314
2015,0,315,1,2,11,0,0,1,315
2015,0,317,1,2.16,11,0,0,1,317
2015,0,319,1,15.285,11,0,0,1,319
2015,0,322,1,4.72,11,0,0,1,322
2015,0,323,1,3.84,11,0,0,1,323
2015,0,324,1,2.7,11,0,0,1,324
2015,0,326,1,1.26,11,0,0,1,326
2015,0,327,1,4.75,11,0,0,1,327
2015,0,335,1,0.96,11,0,0,1,335
2015,0,340,1,1.525,11,0,0,1,340
2015,0,341,1,1.9,11,0,0,1,341
2015,0,342,1,1.34,11,0,0,1,342
2015,0,343,1,1.7,11,0,0,1,343
2015,0,344,1,1,11,0,0,1,344
2015,0,345,1,5.11,11,0,0,1,345
2015,0,348,1,2.4,11,0,0,0,348
2015,0,349,1,3,11,0,0,1,349
2015,0,353,1,1.5,11,0,0,1,353
2015,0,354,1,1.65,11,0,0,1,354
2015,0,362,1,0.75,11,0,0,1,362
2015,0,362,2,1.5,11,0,0,1,3621
2015,0,363,1,1.7,11,0,0,1,363
2015,0,364,1,2.8,11,0,0,1,364
2015,0,369,1,3.2,11,0,0,1,369
2015,0,372,1,3.68,11,0,0,1,372
2015,0,373,1,2.1,11,0,0,1,373
2015,0,376,1,4,11,0,0,1,376
2015,0,378,1,3.94,11,0,0,1,378
2015,0,379,1,2.6,11,0,0,1,379
2015,0,38,1,4.6,11,0,0,1,38
2015,0,380,1,6.2,11,0,0,1,380
2015,0,383,1,2,11,0,0,1,383
2015,0,404,1,11,11,0,0,1,404
2015,0,411,1,4.9,11,0,0,1,411
2015,0,412,1,6.325,11,0,0,1,412
2015,0,413,1,5.925,11,0,0,1,413
2015,0,414,1,3.638,11,0,0,1,414
2015,0,416,1,4.2,11,0,0,1,416
2015,0,418,1,4,11,0,0,1,418
2015,0,419,1,8,11,0,0,1,419
2015,0,42,1,1.12,11,0,0,0,42
2015,0,422,1,2.47,11,0,0,1,422
2015,0,423,1,6.475,11,0,0,1,423
2015,0,424,1,1.2,11,0,0,1,424
2015,0,427,1,3.5,11,0,0,1,427
2015,0,428,1,1.2,11,0,0,1,428
2015,0,429,1,5.65,11,0,0,1,429
2015,0,430,1,7,11,0,0,1,430
2015,0,432,1,4.2,11,0,0,1,432
2015,0,435,1,3.6,11,0,0,1,435
2015,0,437,1,3,11,0,0,1,437
2015,0,438,1,2.6,11,0,0,1,438
2015,0,439,1,0.75,11,0,0,1,439
2015,0,445,1,7.1,11,0,0,1,445
2015,0,447,1,10,11,0,0,0,447
2015,0,448,1,4.125,11,0,0,1,448
2015,0,449,1,4,11,0,0,1,449
2015,0,452,1,2,11,0,0,1,452
2015,0,455,1,5.6,11,0,0,1,455
2015,0,457,1,24.4,11,0,0,1,457
2015,0,458,1,5.6,11,0,0,1,458
2015,0,459,1,3.275,11,0,0,1,459
2015,0,46,1,1.6,11,0,0,1,46
2015,0,461,1,2.72,11,0,0,1,461
2015,0,463,1,5.6,11,0,0,1,463
2015,0,464,1,2.65,11,0,0,1,464
2015,0,465,1,4,11,0,0,1,465
2015,0,472,1,7.15,11,0,0,1,472
2015,0,476,1,5.05,11,0,0,1,476
2015,0,480,1,1,11,0,0,1,480
2015,0,481,1,3,11,0,0,1,481
2015,0,483,1,4.825,11,0,0,1,483
2015,0,485,1,12.3,11,0,0,1,485
2015,0,486,1,6.05,11,0,0,1,486
2015,0,488,1,4,11,0,0,1,488
2015,0,492,1,2.7,11,0,0,1,492
2015,0,493,1,0.6,11,0,0,1,493
2015,0,494,1,0.9,11,0,0,1,494
2015,0,496,1,0,11,0,0,1,496
2015,0,498,1,1.175,11,0,0,1,498
2015,0,499,1,6,11,0,0,1,499
2015,0,501,1,0.45,11,0,0,0,501
2015,0,502,1,8,11,0,0,1,502
2015,0,503,1,5,11,0,0,1,503
2015,0,504,1,3,11,0,0,1,504
2015,0,505,1,2.4,11,0,0,1,505
2015,0,507,1,5.4,11,0,0,1,507
2015,0,508,1,3.2,11,0,0,0,508
2015,0,509,1,5.2,11,0,0,1,509
2015,0,51,1,5.76,11,0,0,1,51
2015,0,511,1,5.04,11,0,0,1,511
2015,0,513,1,4,11,0,0,1,513
2015,0,517,1,2,11,0,0,0,517
2015,0,518,1,5.4,11,0,0,0,518
2015,0,519,1,4,11,0,0,0,519
2015,0,524,1,3,11,0,0,1,524
2015,0,527,1,3,11,0,0,1,527
2015,0,532,1,9,11,0,0,0,532
